id,name,avg_resp_time,avg # comms per req,total pages,total requests,# awaiting response,# awaiting appeal,# fix required,# payment required,# rejected,# no responsive docs,# completed,# partially completed,# withdrawn
1558,"Dedham Middle School Media Center, Dedham, MA",2,2,0,1,0,0,0,0,0,0,0,0,0
1559,"Deerfield Elementary School Library, Westwood, MA",16,4,1,1,0,0,0,0,0,2,0,0,0
1560,"Dennett Elementary School Library, Plympton, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1561,"Dighton Middle School Library, Dighton, MA",147,18,2,1,0,0,0,0,0,0,0,0,0
1562,"Donald P. Timony Grammar School Timony Media Center, Methuen, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1563,"Douglas Intermediate Elementary School Library, Douglas, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1564,"Douglas MacArthur Elementary School Library, Waltham, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1565,"Dover-Sherborn Middle School Andrews Library, Dover, MA",38,8,0,1,0,0,1,0,0,1,0,0,0
1566,"Downey Elementary School Library, Westwood, MA",2,3,0,1,0,0,0,0,0,1,0,0,0
1567,"Dr. Albert Argenziano School at Lincoln Park Library, Somerville, MA",32,5,0,1,0,0,0,0,0,1,0,0,0
1568,"Dr. Kevin M. Hurley Middle School Library Library, Seekonk, MA",9,2,1,1,0,0,0,0,0,0,0,0,0
1569,"Dr. Martin Luther King, Jr. School Library Media Department, Cambridge, MA",0,2,1,1,0,0,0,0,0,1,0,0,0
1570,"Dr. Philip O. Coakley Middle School Library, Norwood, MA",2,3,0,1,0,0,0,0,0,0,0,0,0
1571,"Drewicz School Library, Lynn, MA",0,6,0,1,0,0,0,0,0,0,0,0,0
1572,"Dudley Middle School Library Media Center, Dudley, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1573,"Duxbury Middle School Media Center, Duxbury, MA",34,5,0,1,0,0,1,0,0,1,0,0,0
1574,"E. W. Thurston Middle School Library, Westwood, MA",0,6,1,1,0,0,0,0,0,1,0,0,0
1575,"East Elementary School Dorothy Galo Library, Hingham, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1576,"East Elementary School Library, Sharon, MA",379,25,0,1,0,0,0,0,0,1,0,0,0
1577,"East Falmouth Elementary School Library, Falmouth, MA",0,2,0,1,0,0,0,0,0,0,0,0,0
1578,"East Meadow School Library, Granby, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1579,"East Middle School Library Media Center, Braintree, MA",0,6,0,1,0,0,1,0,0,0,0,0,0
1580,"East Middle School Library/IRC, Brockton, MA",0,6,0,1,0,0,0,0,0,0,0,0,0
1581,"East Street Elementary School Library, Ludlow, MA",18,3,0,1,0,0,0,0,0,1,0,0,0
1582,"Eastford Road School Library, Southbridge, MA",0,22,0,1,0,0,1,0,0,0,0,0,0
1583,"Eastham Elementary School Nickerson Library, Eastham, MA",244,22,0,1,0,0,0,0,0,1,0,0,0
1584,"Edgartown Elementary School Library, Edgartown, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1585,"Edith C. Baker School Library, Brookline, MA",17,10,0,1,0,0,0,0,0,0,0,0,0
1586,"Edward Devotion School Library, Brookline, MA",17,10,0,1,0,0,0,0,0,0,0,0,0
1587,"Edward N. White School Library, Holyoke, MA",0,3,0,1,0,0,0,0,0,0,0,1,0
1588,"Egremont Elementary School  Library Media Center, Pittsfield, MA",80,6,0,1,0,0,0,0,0,1,0,0,0
1589,"Elias Brookings Elementary School Brookings Library Learning Center, Springfield, MA",32,5,0,1,0,0,0,0,0,1,0,0,0
1590,"Elmwood Elementary School Library, Hopkinton, MA",393,30,0,1,0,0,0,0,0,1,0,0,0
1591,"Ephraim Curtis Middle School Library Media Center, Sudbury, MA",9,2,0,1,0,0,0,0,0,0,0,0,0
1592,"Erving Elementary School Library, Erving, MA",8,2,0,1,0,0,0,0,0,0,0,0,0
1593,"Escuela Amigos School Amigos Library, Cambridge, MA",0,2,1,1,0,0,0,0,0,1,0,0,0
1594,"Essex Elementary School Nancy H. Wood Library Media Center, Essex, MA",111,10,1,1,0,0,1,0,0,0,1,0,0
1595,"Eugene C. Vining Elementary School Library, Billerica, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1596,"F. A. Cleveland Elementary School Paula C. Clifford Library, Norwood, MA",0,5,0,1,0,0,0,0,0,0,0,0,0
1597,"F. A. Day Middle School Library, Newton, MA",0,10,0,1,0,0,0,0,0,1,0,0,0
1598,"F. Lyman Winship Elementary School Library, Boston, MA",0,10,1,1,0,0,0,0,0,1,0,0,0
1599,"Fairview Veterans Memorial Middle School Library, Chicopee, MA",6,9,0,1,0,0,0,0,0,0,0,0,0
1600,"Fannie E. Proctor Elementary School Louis P. Anastas Media Center, Northborough, MA",0,6,4,1,0,0,0,0,0,1,0,0,0
1601,"Farmington River Elementary School Library, Otis, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1602,"Field School Library, Weston, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1603,"Fiske Elementary School Library, Lexington, MA",33,7,0,1,0,0,0,0,0,1,0,0,0
1604,"Fletcher Maynard Academy Library, Cambridge, MA",0,2,1,1,0,0,0,0,0,1,0,0,0
1605,"Floral Street Elementary School Media Center, Shrewsbury, MA",1,2,0,1,0,0,0,0,0,1,0,0,0
1606,"Florence Sawyer School Library Media Center, Bolton, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1607,"Forest Avenue Elementary School Library, Hudson, MA",85,8,0,1,0,0,0,0,0,0,0,0,0
1608,"Forest Grove Middle School Library Media Center, Worcester, MA",35,6,0,1,0,0,0,0,0,1,0,0,0
1609,"Forest Park Middle School Library, Springfield, MA",94,10,0,1,0,0,0,0,0,0,0,0,0
1610,"Forestdale Elementary School Stephen H. Feldstein Library, Malden, MA",3,2,0,1,0,0,0,0,0,0,0,0,0
1611,"Forestdale School Library, Sandwich, MA",177,16,0,1,0,0,0,0,0,1,0,0,0
1612,"Fort River Elementary School Library, Amherst, MA",223,19,0,1,0,0,0,0,0,1,0,0,0
1613,"Foster Elementary School Library, Hingham, MA",57,7,0,1,0,0,0,0,0,1,0,0,0
1614,"Fowler Middle School Library, Maynard, MA",223,18,0,1,0,0,0,0,0,1,0,0,0
1615,"Fox Hill Elementary School Library, Burlington, MA",18,3,0,1,0,0,0,0,0,1,0,0,0
1616,"Francis J. Muraco Elementary School Library, Winchester, MA",0,9,0,1,0,0,0,0,0,0,0,0,0
1617,"Francis Wyman Elementary School Library Media Center, Burlington, MA",861,4,0,1,0,0,0,0,0,2,0,0,0
1618,"Frank Zervas Elementary School Library, Newton, MA",0,10,0,1,0,0,0,0,0,1,0,0,0
1619,"Franklin Avenue Elementary School Library Media Center, Westfield, MA",72,8,0,1,0,0,0,0,0,1,0,0,0
1620,"Franklin Elementary School Library, Newton, MA",0,5,0,1,0,0,1,0,0,0,0,0,0
1621,"Franklin Elementary School Library, North Andover, MA",2,2,0,1,0,0,0,0,0,0,0,0,0
1622,"Fred Miller Elementary School Library, Holliston, MA",88,10,0,1,0,0,0,0,0,1,0,0,0
1623,"Frederick Harris Elementary School Library, Springfield, MA",57,7,0,1,0,0,0,0,0,1,0,0,0
1624,"Frederick J. Dutile Elementary School Library, Billerica, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1625,"Freeman Kennedy Elementary School Library, Norfolk, MA",9,2,0,1,0,0,0,0,0,0,0,0,0
1626,"Furnace Brook Middle School  Library, Marshfield, MA",16,3,1,1,0,0,0,0,0,1,0,0,0
1627,"General John Nixon Elementary School Library, Sudbury, MA",9,2,0,1,0,0,0,0,0,0,0,0,0
1628,"George Keverian School Library, Everett, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1629,"George R. Martin Elementary School Library, Seekonk, MA",22,8,0,1,0,0,1,0,0,0,0,0,1
1630,"Gerena Community School Library, Springfield, MA",33,6,0,1,0,0,0,0,0,1,0,0,0
1631,"Gill Elementary School Library, Gill, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1632,"Glenwood Elementary School Kelliher Library Media Center, Springfield, MA",94,8,0,1,0,0,0,0,0,0,0,0,0
1633,"Glover School Library, Marblehead, MA",0,2,0,1,0,0,0,0,0,0,0,0,0
1634,"Golden Hill Elementary School Library, Haverhill, MA",300,20,0,1,0,0,0,0,0,1,0,0,0
1635,"Grace F. Cole Elementary School Library, Norwell, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1636,"Grafton Middle School Library, Grafton, MA",57,7,0,1,0,0,0,0,0,0,0,0,0
1637,"Graham and Parks Alternative School Ann Bolger Library, Cambridge, MA",0,2,1,1,0,0,0,0,0,1,0,0,0
1638,"Great Oak Elementary School Library, Danvers, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1639,"Green Meadow Elementary School Library, Maynard, MA",22,5,0,1,0,0,0,0,0,1,0,0,0
1640,"Green Meadows Elementary School Library, Hampden, MA",0,6,1,1,0,0,0,0,0,1,0,0,0
1641,"Greenlodge Elementary School Elizabeth Cummings Library Media Center, Dedham, MA",36,8,1,1,0,0,0,0,0,0,0,0,0
1642,"H. Olive Day Elementary School Thomas Delmonaro Media Center, Norfolk, MA",9,2,0,1,0,0,0,0,0,0,0,0,0
1643,"Haggerty School Library, Cambridge, MA",0,2,1,1,0,0,0,0,0,1,0,0,0
1644,"Hajjar Elementary School Library, Billerica, MA",2,2,0,1,0,0,0,0,0,0,0,0,0
1645,"Hale Middle School Library, Stow, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1646,"Halifax Elementary School Library, Halifax, MA",91,26,0,1,0,0,0,0,0,1,0,0,0
1647,"Hampden-Wilbraham Regional School District Soule Road Elementary School Library, Wilbraham, MA",0,7,2,1,0,0,0,0,0,2,0,0,0
1648,"Hampden-Wilbraham Regional School District Stony Hill Elementary School Library, Wilbraham, MA",0,7,2,1,0,0,0,0,0,2,0,0,0
1649,"Hannah Elementary School Library, Beverly, MA",122,24,0,1,0,0,0,0,0,1,0,0,0
1650,"Hanover Middle School The Philip J. O'Neil Library, Hanover, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1651,"Hanscom Middle School Library, Lincoln, MA",99,11,0,1,0,0,0,0,0,0,0,0,0
1652,"Hanscom Primary School Library, Lincoln, MA",99,9,0,1,0,0,0,0,0,1,0,0,0
1653,"Hanson Middle School Library, Hanson, MA",0,2,0,1,0,0,0,0,0,0,0,0,0
1654,"Happy Hollow Elementary School Library, Wayland, MA",8,2,0,1,0,0,0,0,0,0,0,0,0
1655,"Harrington Elementary School Library, Lexington, MA",5,19,0,1,0,0,0,0,0,1,0,0,0
1656,"Harrington Elementary School Library, Lynn, MA",22,3,0,1,0,0,0,0,0,1,0,0,0
1657,"Harry Lee Cole School Library, Boxford, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1658,"Harwich Elementary School Walter R. Nagle Library Media Center, Harwich, MA",109,25,0,1,0,0,0,0,0,1,0,0,0
1659,"Harwich Middle School Library Media Center, Harwich, MA",41,20,0,1,0,0,0,0,0,1,0,0,0
1660,"Hastings School Library, Lexington, MA",41,20,0,1,0,0,0,0,0,1,0,0,0
1661,"Hatfield Elementary School Library, Hatfield, MA",9,2,2,1,0,0,0,0,0,0,0,0,0
1662,"Hawthorne Brook Middle School Library, Townsend, MA",223,18,0,1,0,0,0,0,0,1,0,0,0
1663,"Heath School Library, Brookline, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1664,"Heights Elementary School Library, Sharon, MA",2,2,0,1,0,0,0,0,0,0,0,0,0
1665,"Henry T. Wing School James G. Dolan Library, Sandwich, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1666,"Henry Whittemore Elementary School Library, Waltham, MA",57,7,0,1,0,0,0,0,0,1,0,0,0
1667,"Herberg Middle School Library, Pittsfield, MA",16,3,0,1,0,0,0,0,0,0,0,0,0
1668,"Higgins Middle School Cullen Memorial Library, Peabody, MA",0,2,0,1,0,0,0,0,0,0,0,0,0
1669,"High Plain Elementary School Library, Andover, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1670,"High Rock Middle School High Rock School Library, Needham, MA",7,7,0,1,0,0,0,0,0,0,0,0,0
1671,"Highland Elementary School  Library Media Center, Westfield, MA",72,8,0,1,0,0,0,0,0,1,0,0,0
1672,"Highlands Elementary School Library, Danvers, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1673,"Hillside Elementary School Media Center, Needham, MA",7,26,0,1,0,0,0,0,0,0,0,0,0
1674,"Hingham Middle School Library Media Center, Hingham, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1675,"Holten Richmond Middle School Dr. Betty G. Allen Library, Danvers, MA",2,2,0,1,0,0,0,0,0,0,0,0,0
1676,"Hopedale Memorial Elementary School Library Media Center, Hopedale, MA",0,4,0,1,0,0,0,0,0,0,0,0,0
1677,"Hopkins School  Library, Hopkinton, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1678,"Hopkinton Middle School Library, Hopkinton, MA",21,6,0,1,0,0,1,0,0,1,0,0,0
1679,"Horace Mann Elementary School Library, Newton, MA",0,10,0,1,0,0,0,0,0,1,0,0,0
1680,"Horace Mann School Library, Franklin, MA",38,4,0,1,0,0,0,0,0,1,0,0,0
1681,"Hosmer Elementary School Hosmer Library, Watertown, MA",0,2,0,1,0,0,0,0,0,0,0,0,0
1682,"Howe-Manning Elementary School Library, Middleton, MA",18,3,0,1,0,0,0,0,0,1,0,0,0
1683,"Huckleberry Hill Elementary School Library, Lynnfield, MA",0,17,0,1,0,0,1,0,0,0,0,0,0
1684,"Hunnewell Elementary School Library, Wellesley, MA",18,3,0,1,0,0,0,0,0,1,0,0,0
1685,"Hurley K-8 School Dones Memorial Library, Boston, MA",14,8,0,1,0,0,0,0,0,1,0,0,0
1686,"Hyannis West Elementary School Library, Barnstable, MA",22,3,0,1,0,0,0,0,0,1,0,0,0
1687,"Indian Brook Elementary School Library, Plymouth, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1688,"Indian Head School Library, Hanson, MA",0,2,0,1,0,0,0,0,0,0,0,0,0
1689,"Israel Loring Elementary School Gail Keene Library, Sudbury, MA",0,2,0,1,0,0,0,0,0,0,0,0,0
1690,"J. Warren Killam Elementary School Library Media Center, Reading, MA",0,5,0,1,0,0,0,0,0,0,0,0,0
1691,"J.L. Mulready Elementary School Library, Hudson, MA",28,3,0,1,0,0,0,0,0,1,0,0,0
1692,"J.P. Oldham Elementary School Library, Norwood, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1693,"J.R. Lowell School Library, Watertown, MA",2,2,0,1,0,0,0,0,0,0,0,0,0
1694,"Jabish Brook Middle School  Library, Belchertown, MA",2,2,0,1,0,0,0,0,0,0,0,0,0
1695,"James Clark Elementary School Library Media Center, Agawam, MA",3,2,0,1,0,0,0,0,0,0,0,0,0
1696,"James Fitzgerald Elementary School  Library Media Center, Waltham, MA",0,2,0,1,0,0,0,0,0,0,0,0,0
1697,"JFK Middle School Library, Northampton, MA",0,20,0,1,0,0,1,0,0,0,0,0,0
1698,"John A. Crisafulli Elementary School Library, Westford, MA",57,7,0,1,0,0,0,0,0,1,0,0,0
1699,"John D. Runkle Elementary School Martin Sleeper Library, Brookline, MA",17,10,0,1,0,0,0,0,0,0,0,0,0
1700,"John Eliot Elementary School Library, Needham, MA",7,26,0,1,0,0,0,0,0,0,0,0,0
1701,"John F. Kennedy Elementary School Library, Billerica, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1702,"John F. Kennedy Elementary School Library, Somerville, MA",34,6,0,1,0,0,0,0,0,1,0,0,0
1703,"John F. Kennedy Middle School  G. Lorne MacArthur Library, Waltham, MA",0,2,0,1,0,0,0,0,0,0,0,0,0
1704,"John F. Kennedy Middle School Estelle B. Hite Library, Natick, MA",3,2,0,1,0,0,0,0,0,0,0,0,0
1705,"John F. Kennedy Middle School Janice Callahan Memorial Library, Woburn, MA",141,14,0,1,0,0,0,0,0,0,0,0,0
1706,"John F. Kennedy Middle School Library, Springfield, MA",2,2,0,1,0,0,0,0,0,0,0,0,0
1707,"John Glenn Middle School Library, Bedford, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1708,"John H. Duval Jr. Elementary School Library, Whitman, MA",35,6,0,1,0,0,0,0,0,1,0,0,0
1709,"John J. Ahern Middle School Media Center, Foxborough, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1710,"John M. Tobin Montessori School Library Media Center, Cambridge, MA",0,2,1,1,0,0,0,0,0,1,0,0,0
1711,"John Parker Elementary School Library, Billerica, MA",2,2,0,1,0,0,0,0,0,0,0,0,0
1712,"John T. Nichols, Jr. Middle School Library, Middleborough, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1713,"John W. McDevitt Middle School Library, Waltham, MA",2,2,0,1,0,0,0,0,0,1,0,0,0
1714,"John Ward Elementary School Library, Newton, MA",0,10,0,1,0,0,0,0,0,1,0,0,0
1715,"Johnny Appleseed Elementary School Library, Leominster, MA",0,3,0,1,0,0,0,0,0,0,0,0,0
1716,"Johnson Middle School Library / Media Center, Walpole, MA",318,21,0,1,0,0,0,0,0,1,0,0,0
1717,"Jonas Clarke Middle School Library, Lexington, MA",18,3,0,1,0,0,0,0,0,1,0,0,0
1718,"Joseph Estabrook Elementary School Library, Lexington, MA",36,6,0,1,0,0,0,0,0,1,0,0,0
1719,"Joseph Fiske Elementary School Library, Wellesley, MA",0,10,1,1,0,0,0,0,0,1,0,0,0
1720,"Joseph Martin Elementary School Library/Media Center, North Attleborough, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1721,"Joshua Eaton Elementary School Library, Reading, MA",15,2,0,1,0,0,0,0,0,0,0,0,0
1722,"Josiah Haynes Elementary School Library, Sudbury, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1723,"Juniper Park Elementary School Library Media Center, Westfield, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1724,"Katherine Lee Bates Elementary School Bates Library Media Center, Wellesley, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1725,"Kennedy Longfellow School John J. Curry Media Center, Cambridge, MA",0,2,1,1,0,0,0,0,0,1,0,0,0
1726,"Kenneth C. Coombs School Library, Mashpee, MA",2,2,0,1,0,0,0,0,0,1,0,0,0
1727,"King Open School Library, Cambridge, MA",0,2,1,1,0,0,0,0,0,1,0,0,0
1728,"Kingston Intermediate School Library, Kingston, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1729,"Kittredge Elementary School Library, North Andover, MA",2,2,0,1,0,0,0,0,0,0,0,0,0
1730,"Lafayette School Library, Everett, MA",72,8,0,1,0,0,0,0,0,1,0,0,0
1731,"Lakeview Junior High School Library, Dracut, MA",35,21,0,1,0,0,0,0,0,1,0,0,0
1732,"Lanesborough Elementary School Library, Lanesborough, MA",0,29,0,1,0,0,0,0,0,0,0,0,0
1733,"Laurence C. MacArthur Elementary School Media Center, Yarmouth, MA",0,2,0,1,0,0,0,0,0,0,0,0,0
1734,"Lawrence Middle School Library Media Center, Falmouth, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1735,"Lee Elementary School Library, Lee, MA",297,20,0,1,0,0,0,0,0,1,0,0,0
1736,"Leverett Elementary School Library, Leverett, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1737,"Lillian M. Jacobs School James A. Curtis Library Media Center, Hull, MA",213,17,0,1,0,0,0,0,0,1,0,0,0
1738,"Lincoln Elementary School Library, Winchester, MA",18,4,0,1,0,0,0,0,0,1,0,0,0
1739,"Lincoln Elementary School Library, Springfield, MA",94,9,0,1,0,0,0,0,0,0,0,0,0
1740,"Lincoln School Library, Lincoln, MA",0,4,0,1,0,0,0,0,0,0,0,0,0
1741,"Lincoln Street Elementary School Library, Northborough, MA",0,6,4,1,0,0,1,0,0,1,0,0,0
1742,"Lincoln-Eliot Elementary School Library, Newton, MA",0,10,0,1,0,0,0,0,0,1,0,0,0
1743,"Lincoln-Thomson Elementary School Library Media Center, Lynn, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1744,"Littleton Middle School Library, Littleton, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1745,"Lloyd G. Blanchard Middle School Media Center, Westford, MA",76,7,0,1,0,0,1,0,0,1,0,0,0
1746,"Locke Middle School Library, Billerica, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1747,"Loker Kindergarten School Library Media Center, Wayland, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1748,"Louis F. Angelo Elementary School Library, Brockton, MA",0,6,0,1,0,0,0,0,0,0,0,0,0
1749,"Louise A. Conley Elementary School Library, Whitman, MA",3,2,0,1,0,0,0,0,0,0,0,0,0
1750,"Lt. Elmer J. McMahon School Library, Holyoke, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1751,"Lt. Job Lane Elementary School Robert E Hentz Library, Bedford, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1752,"Luther Burbank Middle School Library, Lancaster, MA",0,11,0,1,0,0,1,0,0,0,0,0,0
1753,"Lynch Elementary School Library, Winchester, MA",34,7,0,1,0,0,0,0,0,1,0,0,0
1754,"Lynnfield Middle School Library, Lynnfield, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1755,"Lyons School Maureen A. Reynar Library, Randolph, MA",78,6,0,1,0,0,0,0,0,1,0,0,0
1756,"Madeline English School Library, Everett, MA",0,17,0,1,0,0,1,0,0,0,0,0,0
1757,"Manchester Memorial Elementary School Library, Manchester-by-the-Sea, MA",111,11,1,1,0,0,0,0,0,0,0,0,0
1758,"Manomet Elementary School Library, Plymouth, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1759,"Maquan Elementary School Library, Hanson, MA",8,2,0,1,0,0,0,0,0,0,0,0,0
1760,"Marblehead Veterans Middle School Library, Marblehead, MA",7,2,0,1,0,0,0,0,0,1,0,0,0
1761,"Margaret C. Ells School Henry Palmer Media Center, Springfield, MA",87,9,0,1,0,0,0,0,0,1,0,0,0
1762,"Margaret L. Donovan Elementary School Library, Randolph, MA",126,11,0,1,0,0,0,0,0,0,0,0,0
1763,"Marguerite E. Peaslee Elementary School Library, Northborough, MA",14,5,7,1,0,0,0,0,0,3,0,0,0
1764,"Marguerite E. Small Innovation School Library Media Center, Yarmouth, MA",3,2,0,1,0,0,0,0,0,0,0,0,0
1765,"Maria Hastings Elementary School Library, Lexington, MA",2,3,0,1,0,0,0,0,0,0,0,0,0
1766,"Maria L. Baldwin School Library, Cambridge, MA",0,2,1,1,0,0,0,0,0,1,0,0,0
1767,"Marion E. Zeh Elementary School Media Center, Northborough, MA",0,6,4,1,0,0,0,0,0,1,0,0,0
1768,"Marks Meadow Elementary School Library Media Center, Amherst, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
1769,"Marsh Grammar School Library, Methuen, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1770,"Marshall Middle School Library, Billerica, MA",1,2,0,1,0,0,0,0,0,0,0,0,0
1771,"Marshall Simonds Middle School Library, Burlington, MA",0,26,0,1,0,0,0,0,0,0,0,0,0
1772,"Martha Jones School Library, Westwood, MA",0,6,1,1,0,0,0,0,0,1,0,0,0
1773,"Martin E. Young Elementary School Library, Randolph, MA",126,11,0,1,0,0,0,0,0,0,0,0,0
1774,"Mary A. Dryden Veterans Memorial School Jim Trelease Library, Springfield, MA",34,7,0,1,0,0,0,0,0,1,0,0,0
1776,"Mary Finn Elementary School Library, Southborough, MA",0,25,0,1,0,0,1,0,0,0,0,0,0
1777,"Mary O. Pottenger Elementary School Margaret O' Malley Media Center, Springfield, MA",94,9,0,1,0,0,0,0,0,0,0,0,0
1778,"Mary Rowlandson Elementary School Library, Lancaster, MA",0,4,2,1,0,0,0,0,0,2,0,0,0
1779,"Masconomet Regional Middle School Library, Topsfield, MA",133,12,0,1,0,0,0,0,0,1,0,0,0
1780,"Mason Rice Elementary School Library, Newton, MA",0,10,0,1,0,0,0,0,0,1,0,0,0
1781,"Mattacheese Middle School Library Media Center, Yarmouth, MA",3,9,0,1,0,0,0,0,0,1,0,0,0
1782,"McCall Middle School Library, Winchester, MA",1,3,0,1,0,0,0,0,0,0,0,0,0
1783,"McCarthy Middle School Library, Chelmsford, MA",31,4,0,1,0,0,0,0,0,1,0,0,0
1784,"McCormack Middle School Library, Boston, MA",0,9,1,1,0,0,0,0,0,1,0,0,0
1785,"McGlynn Middle School Library, Medford, MA",90,9,0,1,0,0,0,0,0,1,0,0,0
1786,"Melrose Middle School Victoria McLaughlin Library, Melrose, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1787,"Memorial School Library, Medfield, MA",57,7,0,1,0,0,0,0,0,1,0,0,0
1788,"Memorial Spaulding Elementary School Library, Newton, MA",0,10,0,1,0,0,0,0,0,1,0,0,0
1789,"Merriam School Library, Acton, MA",0,23,0,1,0,0,0,0,0,0,0,0,0
1790,"Michael Driscoll School Library, Brookline, MA",17,10,0,1,0,0,0,0,0,0,0,0,0
1791,"Michael E. Capuano Early Childhood Education Center Library, Somerville, MA",16,7,0,1,0,0,0,0,0,1,0,0,0
1792,"Michael E. Smith Middle School Library, South Hadley, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1793,"Mildred H. Aitken Elementary School Library, Seekonk, MA",0,2,1,1,0,0,0,0,0,1,0,0,0
1794,"Mill Pond School Ella Washington Griffin Library Media Center, Westborough, MA",0,6,1,1,0,0,1,0,0,0,0,0,0
1795,"Milton Bradley Elementary School Library, Springfield, MA",94,9,0,1,0,0,0,0,0,0,0,0,0
1797,"Mitchell Elementary School Media Center, Needham, MA",7,2,0,1,0,0,0,0,0,0,0,0,0
1798,"Montague Elementary School Library, Montague, MA",2,3,0,1,0,0,0,0,0,0,0,0,0
1799,"Monument Valley Regional Middle School Library, Great Barrington, MA",0,2,1,1,0,0,0,0,0,1,0,0,0
1800,"Morgan Elementary School  Library Media Center, Holyoke, MA",21,6,0,1,0,0,1,0,0,1,0,0,0
1801,"Morningside Community School Library Media Center, Pittsfield, MA",32,4,0,1,0,0,0,0,0,1,0,0,0
1802,"Morse Pond School Library, Falmouth, MA",16,3,0,1,0,0,0,0,0,1,0,0,0
1803,"Morse School Library, Cambridge, MA",0,2,1,1,0,0,0,0,0,1,0,0,0
1804,"Mullen Hall Elementary School Library Media Center, Falmouth, MA",0,6,0,1,0,0,0,0,0,1,0,0,0
1805,"Munger Hill Elementary School Edwin Smith Memorial Library, Westfield, MA",72,8,0,1,0,0,0,0,0,1,0,0,0
1806,"Nabnasset Elementary School Library, Westford, MA",120,12,0,1,0,0,0,0,0,1,0,0,0
1807,"Nantucket Elementary School elanor C. Jones Library, Nantucket, MA",0,25,0,1,0,0,0,0,0,0,0,0,0
1808,"Nathaniel H. Wixon Middle School Library Media Center, Dennis, MA",42,6,0,1,0,0,0,0,0,0,0,0,0
1809,"Nathaniel Morton Elementary School Library, Plymouth, MA",21,10,0,1,0,0,0,0,0,0,0,0,0
1810,"Nauset Regional Middle School Library, Orleans, MA",18,3,0,1,0,0,0,0,0,1,0,0,0
1811,"Nessacus Regional Middle School Library, Dalton, MA",16,3,0,1,0,0,0,0,0,0,0,1,0
